,Full Name,state,Total
777,Israel Josephs,GA,39.7056
778,Israel Whelen,PA,9350.16
779,Jabez Bowen,RI,16142.27
780,Jabez Bowen Journal,RI,1104.22
781,Jabez Bowen Transferred from the Reg,RI,202.84
782,Jabez Relph,RI,21.2
783,Jacamiah Smith,NY,8407.01
784,Jackson',PA,620.9658000000001
785,Jacob B Gurley,CT,122.53
786,Jacob Binder,PA,287.03
787,Jacob Blount,NC,55.55
788,Jacob C,PA,193.33
789,Jacob Cohen,GA,402.744
790,Jacob Faulcon,VA,165.25
791,Jacob Graybill,MD,157.72
792,Jacob Holland,PA,295.6
793,Jacob Hovey,CT,300.0
794,Jacob Hubley,PA,860.16
795,Jacob Isaacs,RI,5.28
796,Jacob Keiser,PA,15.12
797,Jacob Kenner,PA,1105.46
798,Jacob Lawer,PA,9342.97
799,Jacob Mark',NY,1070.16
800,Jacob Martin,SC,73.2
801,Jacob Read,GA,208.3246
802,Jacob Sammer,PA,1359.04
803,Jacob Schmyser,PA,10.27
804,Jacob Staes,PA,92.04
805,Jacob Whitman,RI,147.71
806,James Arnold,RI,1839.63
807,James Boylan,PA,1200.0
808,James Bried,MD,97.45
809,James Bruen,NY,204.42
810,James Bull,CT,1010.08
811,James Burrill Jun No 11722,RI,225.99
812,James C,PA,2666.86
813,James Calhoun,MD,531.35
814,James Calloway,VA,113.59
815,James Cockroft,NY,436.64
816,James Congon,RI,1281.13
817,James Davenport,CT,691.5
818,James F Sebor,NY,60231.1
819,James Fisher,SC,6430.06
820,James Gardner,RI,24.71
821,James Garvey,SC,57.43
822,James Gettys,PA,21.84
823,James Gordon,SC,124.23
824,James Helme,RI,435.81
825,James Heron,VA,4665.59
826,James James,VA,3242.52
827,James Kelso,MD,113.95
828,James Ladd Executor of Atkinsons Est,VA,667.21
829,James Livingston,NY,2524.03
830,James Lucas,VA,11.0
831,James Lyanh,SC,240.0
832,James Lyle,PA,1250.0
833,James Maccubbin Lingan,MD,4363.0
834,James Madison,VA,463.84
835,James Manning,RI,733.54
836,James Manning transferred from reg,RI,366.49
837,James McCall,SC,150.0
838,James McCraig,VA,144.16
839,James McFarlane,PA,2703.42
840,James McGan,MD,350.47
841,James Nimmo,VA,651.48
842,James O'Hara,PA,33.44
843,James Paulson,PA,40.47
844,James Prescott,CT,259.7
845,James Randall,RI,169.65
846,James Robinson,RI,22.81
847,James Sclatter,PA,656.16
848,James Sheafe,NH,289.97
849,James Somervell,MD,3074.75
850,James Swain,PA,68.54
851,James Theus,SC,1030.27
852,James Tomkins,RI,261.0
853,James Vanuxem,PA,6759.18
854,Jane Charlton,VA,16.27
855,Jane Correy,PA,1100.22
856,Jane Greer,PA,734.03
857,Jane Lee,VA,231.14
858,Jane Macom,RI,124.06
859,Jaocb Bankson,PA,100.0
860,Jaocb Cline,PA,180.3
861,Jaocb Schreiner,PA,11738.67
862,Japser Smith,PA,506.66
863,Jaquelin Ambler,VA,7188.3
864,Jaques Voorhess,PA,9410.09
865,Jared Lane,CT,16.88
866,Jasper Moylan,PA,1834.62
867,Jebediah Swan,PA,455.84
868,Jeffrey Clerk,PA,1084.58
869,Jehu Eldridge,PA,3045.01
870,Jennet Grier James Riddle,PA,8487.54
871,Jeremiah Atwater,CT,595.72
872,Jeremiah Dickenson,GA,64.4129
873,Jeremiah Dickinson,SC,124.99
874,Jeremiah Eddy,RI,53.8
875,Jeremiah F Jenkins,RI,1381.02
876,Jeremiah Jenckes,RI,252.41
877,Jeremiah Olney,RI,3251.68
878,Jeremiah Randall,RI,700.0
879,Jeremiah Scott,RI,141.2
880,Jeremiah Whipple,RI,1468.93
881,Jeremiah Willcox,CT,82.47
882,Jeridiah Marcy,RI,147.71
883,Jerijah Barber,CT,205.52
884,Jesse Bolles,CT,289.25
885,Jesse Dewees,MD,2482.88
886,Jesse Jones,NC,29.77
887,Jesse King,RI,10.0
888,Jesse Rewees,MD,872.66
889,Jesse Root,CT,321.76
890,Jn Rogers transfer from Register,RI,48.35
891,Joanna Cady,RI,506.16
892,Joanna Jenkes,RI,189.34
893,Job Knight,RI,23.72
894,Job Randall,RI,700.0
895,Job Watson,RI,151.17
896,Joel Blakeley,CT,45.84
897,Joel Chapin,RI,120.0
898,Joel Prior,CT,216.25
899,John  Ingles,NC,1995.24
900,John  Markland,SC,199.08
901,John Albright,PA,455.6
902,John Allen,RI,174.46
903,John Almy,RI,46.56
904,John Atkinson,NY,3202.0
905,John Atkinson',NY,13628.79
906,John B  Petry,SC,6779.61
907,John B Hopkins,RI,1700.31
908,John Banks,VA,506.62
909,John Barcken',VA,59.4
910,John Barron,SC,891.49
911,John Beal,VA,886.2
912,John Beale,VA,1675.67
913,John Bolles,CT,451.64
914,John Bowen No 11747,RI,22.56
915,John Briscoe,MD,7627.51
916,John Budlong,RI,76.25
917,John C Fruke,NY,402.44
918,John Campbell,NC,22.41
919,John Casey,MD,679.56
920,John Casper,GA,35.274366
921,John Chaffee,CT,101.55
922,John Champneys,SC,18.76
923,John Chesnut,SC,1325.0
924,John Child,RI,4269.55
925,John Chris Hedrick,MD,53.85
926,John Clay,VA,202.32
927,John Clement,PA,3643.47
928,John Council Bryan,NC,261.48
929,John Couper,VA,351.62
930,John Couturier,SC,77.9
931,John Cunningham,SC,1047.65
932,John D,PA,599.83
933,John Dewhurst,NY,14828.1
934,John Don,CT,522.81
935,John Dorrance,RI,690.16
936,John Drayton,SC,28.75
937,John Dupuy,PA,1426.93
938,John Dyson,NH,1100.0
939,John Ennes,CT,527.96
940,John Ernst,PA,41.8
941,John Euson,NC,29.33
942,John Ewing Colhoun,SC,69.33
943,John F,PA,5209.35
944,John F Grimke,SC,3385.77
945,John Faxon,RI,357.7
946,John Fitton,RI,419.0
947,John Foster,RI,17.28
948,John Frampton,SC,6.8100000000000005
949,John G Woolfolk,VA,123.33
950,John Gartley,PA,1495.98
951,John Gibbons,GA,31.778266
952,John Gloninger,PA,2100.0
953,John Greenhow,VA,51.89
954,John Greenhow in Trust,VA,372.67
955,John Greenley,VA,78.68
956,John Guier,PA,3211.61
957,John Hadwen,RI,56.67
958,John Hallowell,PA,678.81
959,John Hammond,NC,44.91
960,John Harbach,SC,155.76
961,John Harner,PA,1996.65
962,John Haywood,NC,25596.4
963,John Hetherick,VA,132.34
964,John Hogarth,MD,5000.0
965,John Hogg,NC,61.9
966,John Horrell,MD,155.44
967,John Huger,SC,4175.0
968,John Humphries,NC,58.0
969,John Hunt,RI,1515.79
970,John Ingram,NC,122.69
971,John Irvin',SC,31.62
972,John Jenckes,RI,2348.31
973,John Johnson,RI,160.0
974,John Kearnes,VA,534.33
975,John Kisel,PA,88.86
976,John L,PA,2400.0
977,John Laird,MD,32781.44
978,John Laird And Thomas Dick,MD,2812.29
979,John Lansher,RI,626.22
980,John Lauback,PA,74.91
981,John Laurence,NY,8664.98
982,John Leamey,PA,110.0
983,John Lewis Gervais,SC,307.16
984,John Linox,NC,58.24
985,John Low,RI,14.53
986,John Lowrance,NC,79.53
987,John Lyon,RI,400.0
988,John M Taylor,SC,67.8
989,John Mackenzie,SC,465.3
990,John Manson,SC,163.27
991,John Mawney Transferred from the Register,RI,117.52
992,John Mawney transferred from the register of the Treasury,RI,126.56
993,John McCrea,PA,980.65
994,John McGarvey,PA,178.27
995,John McIntire,PA,33.33
996,John Meals,GA,153.633566
997,John Merns,PA,165.16
998,John Minor,VA,2603.15
999,John Mitchie,NY,834.06
1000,John Mitton,VA,487.59
1001,John Molich,SC,2500.0
1002,John Motley,SC,690.73
1003,John Mowatt,CT,738.32
1004,John Mumford Journal,RI,2945.46
1005,John Munnikhuysen,MD,3671.5
1006,John Murchie,VA,1211.85
1007,John N Blecker,NY,6340.3
1008,John Nesbit,SC,342.14
1009,John Olmsted,CT,1766.37
1010,John Owen,SC,501.08
1011,John Parker as Gaurdian,RI,1207.05
1012,John Paul Grimke,GA,474.7188
1013,John Paynter,SC,172.34
1014,John Pitcher,RI,92.59
1015,John Plehemus,PA,359.43
1016,John Pryor,VA,11133.66
1017,John Purcell,VA,234.17
1018,John Radloff,RI,315.0
1019,John Rathbun,CT,1463.3
1020,John Read,RI,45.67
1021,John Reid',VA,539.55
1022,John Ridout,MD,38.85
1023,John Robertson,GA,31.616999999999997
1024,John Rochelle,VA,28.95
1025,John Rogers Transferred from the Register of the Treasury,RI,86.9
1026,John Rout,VA,28.48
1027,John Ryburn,VA,3171.36
1028,John S Bronk,NY,802.88
1029,John S Dexter,RI,3.73
1030,John Sellew,CT,80.0
1031,John Shelton,VA,2998.66
1032,John Shields,PA,636.87
1033,John Shipman,CT,1071.53
1034,John Smith Brookes,MD,2000.0
1035,John Splatt Cripps,GA,8414.177599999999
1036,John Spurr,RI,1000.0
1037,John Stille,PA,5.7
1038,John Stirk,GA,30.088665999999996
1039,John Swanwick,PA,14786.83
1040,John T Child,RI,810.57
1041,John Thurber,RI,67.11
1042,John Travis,PA,10413.69
1043,John Updike,SC,50.72
1044,John Updike transfer from S Carolin,RI,50.0
1045,John Vaughan,SC,333.09
1046,John Wagner,SC,1150.38
1047,John Walker,NC,2723.84
1048,John Walkins,MD,456.66
1049,John Warden,VA,39.74
1050,John Ware,VA,3019.0
1051,John Warner transferred from Register,RI,40.04
1052,John Warren Transferred from the Register,RI,887.81
1053,John Waterman,RI,19.62
1054,John Williamson,SC,222.36
1055,John Woddrop,SC,3151.49
1056,John Worthington,RI,658.53
1057,Joiz Koiz Silva,NY,22.98
1058,Jon Hopkins,VA,442.88
1059,Jon Starr',CT,28.62
1060,Jon of Robert Pinkney,MD,465.16
1061,Jonas Clapham,MD,2687.81
1062,Jonas Elkin,SC,19.01
1063,Jonathan B,PA,1372.45
1064,Jonathan Barber,CT,14.4
1065,Jonathan Dean,RI,297.26
1066,Jonathan Dwight,CT,3605.0
1067,Jonathan Enos,CT,30.75
1068,Jonathan Glading,RI,270.0
1069,Jonathan Gront,PA,386.53
1070,Jonathan Langton,CT,12.4
1071,Jonathan Malbie,NY,1527.5
1072,Jonathan Maxson,RI,20.74
1073,Jonathan Pitcher transfer from the register,RI,1461.93
1074,Jonathan Russell,CT,1680.0
1075,Jonathan Wheeler,RI,651.9
1076,Jonathan',PA,1026.66
1077,Jones Allen,VA,1158.0
1078,Jorael Joseph,GA,36.9087
1079,Jos Henderson,VA,38.67
1080,Joseph A Richards transfer from register,RI,60.9
1081,Joseph Abendanone,SC,2009.94
1082,Joseph Akerman,NH,1113.07
1083,Joseph Arnold,RI,400.0
1084,Joseph Barker,RI,87.96
1085,Joseph Bill,VA,3545.19
1086,Joseph Birch,SC,75.0
1087,Joseph Blague,CT,15.91
1088,Joseph Blyth,SC,3454.9
1089,Joseph Bowne,NY,1000.0
1090,Joseph Brevard,SC,6653.98
1091,Joseph C,PA,4083.71
1092,Joseph Caren,CT,1613.23
1093,Joseph Carew,RI,2393.31
1094,Joseph Cauffman,PA,175.9
1095,Joseph Clay,GA,35.6246
1096,Joseph Colton,CT,120.2
1097,Joseph Comstock,VA,52.57
1098,Joseph Coningham,NC,24.94
1099,Joseph Dacosta,GA,32.1048
1100,Joseph Dearman,PA,40.4
1101,Joseph Donaldson,MD,92.91
1102,Joseph E Rowles,MD,1428.49
1103,Joseph Eddy,RI,74.64
1104,Joseph Gallego,VA,129.58
1105,Joseph Gardner,RI,1238.57
1106,Joseph Gifford,RI,247.12
1107,Joseph Gilley,NH,5963.77
1108,Joseph Green,NC,127.87
1109,Joseph Hardy,NY,19027.17
1110,Joseph Hicks,NH,124.49
1111,Joseph Hopkinson,PA,10690.42
1112,Joseph Horsfield,PA,5279.55
1113,Joseph Huddell,PA,10853.28
1114,Joseph Jenckes',RI,186.75
1115,Joseph Johnson,SC,18.07
1116,Joseph Kershaw,SC,3879.96
1117,Joseph Latil,VA,2642.35
1118,Joseph Le,PA,2152.5
1119,Joseph Martin,RI,282.43
1120,Joseph Mauran,RI,74.44
1121,Joseph Myers,SC,236.4
1122,Joseph Newton Chiswell,MD,234.16
1123,Joseph Nightingale,RI,856.0
1124,Joseph Norse,SC,92.25
1125,Joseph Paschall,PA,3943.13
1126,Joseph Pitcain,NY,1335.65
1127,Joseph Potter,RI,6.65
1128,Joseph R,PA,284.72
1129,Joseph Sage,CT,112.86
1130,Joseph Sands,MD,120.0
1131,Joseph Sisson,RI,97.33
1132,Joseph Skiffe,CT,480.87
1133,Joseph Smith,RI,1242.97
1134,Joseph Stephen,VA,138.45
1135,Joseph Stiles for Society,PA,4435.07
1136,Joseph Swift,PA,22357.42
1137,Joseph Tagert,NC,309.13
1138,Joseph Totten,NY,104.43
1139,Joseph Whidden,NH,82.32
1140,Joseph Wilkinson,RI,40.0
1141,Joseph Woodbridge,CT,366.2
1142,Joshua Dorsey,MD,23.66
1143,Joshua Greene,RI,14.42
1144,Joshua Mudd,MD,59.22
1145,Joshua Owens,MD,187.5
1146,Joshua Toppan,NH,1174.87
1147,Joshua Ward,SC,218.19
1148,Joshua Winsor,RI,34.21
1149,Joshua Yates,MD,385.66
1150,Josiah Collins,NC,4065.27
1151,Josiah Humphry,RI,288.15
1152,Josiah Lockhart,PA,18765.03
1153,Josiah Norton,CT,71.66
1154,Josiah Watson,MD,8529.58
1155,Jr Andrew,PA,41776.15
1156,Juliana Albright,PA,113.66
1157,Juliana Buckingham,CT,997.42
1158,Julius B Dandridge,VA,218.13
1159,Jun Adam,PA,4125.0
1160,Jun Andrew,PA,259.32
1161,Jun Benjamin,PA,4497.44
1162,Jun Christopher,PA,46014.96
1163,Jun Daniel,PA,291.07
1164,Jun Israel,PA,4759.9
1165,Jun Jacob,PA,13594.18
1166,Jun James,PA,20999.74
1167,Jun Joseph,PA,164.65
1168,Jun Leonard,PA,34.06
1169,Jun Margaret,PA,800.0
1170,Jun Richard,PA,454.68
1171,Justina Lenen,PA,694.63
1172,Kingsmill Davan,SC,110.76
1173,Lawrence Ashton,VA,50.0
1174,Lawrence Brangle',MD,47.65
1175,Lawrence Herbert,PA,1848.23
1176,Lawrence Schultz,PA,9.11
1177,Lawrence Seckel,PA,2408.7
1178,Layton Yanay,VA,2213.66
1179,LeRoy',VA,830.27
1180,Lemuel Bailey,RI,1153.32
1181,Lemuel Bishop,RI,52.53
1182,Lemuel Bruswell,CT,15.59
1183,Lemuel Grosvenor,CT,424.51
1184,Lemuel Sanders,CT,333.48
1185,Leonard Dix,CT,270.12
1186,Leonard Sellman,MD,246.64
1187,Levi Warner,CT,16.16
1188,Levis Le Couteulx,PA,14451.74
1189,Lewis Beard,NC,147.99
1190,Lewis Brantz,MD,1429.22
1191,Lewis Burwell,VA,5735.25
1192,Lewis Michael,PA,22.25
1193,Lewis Morris,SC,2500.0
1194,Lewis Neth,MD,3773.42
1195,Lewis Timmon,SC,15.97
1196,Lois Fellows,CT,840.0
1197,Lott',VA,27505.29
1198,Love Stone,SC,528.41
1199,Love Stone',SC,3719.99
1200,Lovell Urquhart,VA,167.28
1201,Lovin Winder,MD,4568.8
1202,Lucas VanNeghten,NY,5322.63
1203,Lucy Chen,CT,2757.97
1204,Lucy Hopkins,VA,1716.58
1205,Lucy Hopkins from the,VA,237.91
1206,Lucy Orme,MD,1354.11
1207,Lucy Ruffin,VA,482.95
1208,Luke Morris 7,PA,3015.15
1209,Lydia Ash,RI,1220.2
1210,Lydia Watson,CT,1415.8
1211,Mabel Willcox,CT,80.0
1212,Malley Todd,VA,1000.0
1213,Mann',RI,65.68
1214,Mara Fara,MD,399.64
1215,Marcus Ucan,VA,711.94
1216,Margaret Bevan,PA,275.57
1217,Margaret Carroll,MD,866.01
1218,Margaret Chinn,NY,493.38
1219,Margaret Cunningham,NY,3942.62
1220,Margaret Finleyson,MD,162.9
1221,Margaret Fisher,MD,1436.31
1222,Margaret Fullerton,PA,2343.19
1223,Margaret Gaston,NC,2365.8
1224,Margaret Maney,PA,81.24
1225,Margaret Robnison,PA,266.66
1226,Margaret Thomas,PA,646.71
1227,Margaret Trislor,MD,950.83
1228,Margery Whitaker,MD,112.5
1229,Maria De Frust,NY,415.62
1230,Maria Van Schaick,NY,655.64
1231,Mark Wilcocks,PA,5.41
1232,Marmaduke Mason,RI,6.41
1233,Marshfield Parsons,CT,818.83
1234,Martha Bland,VA,2359.22
1235,Martha Blend,VA,438.54
1236,Martha Buckmaster,RI,600.0
1237,Martha Flower,PA,918.04
1238,Martha Holt,CT,175.9
1239,Martha Jones,PA,447.74
1240,Martha Robinson,RI,17.11
1241,Martha Savage,SC,115.05
1242,Martha Williams,CT,600.0
1243,Martin Cockburn,VA,373.39
1244,Martin Huizinga,SC,105.73
1245,Mary Allen,RI,58.64
1246,Mary Ann Chandler,CT,459.75
1247,Mary Beekman,NY,3763.98
1248,Mary Beere,PA,1645.83
1249,Mary Blany,MD,283.33
1250,Mary Borden,RI,23.27
1251,Mary Brownfield,PA,144.55
1252,Mary Cash,PA,600.0
1253,Mary Chancellor,PA,1049.55
1254,Mary Chevalier,PA,2547.74
1255,Mary Corney,PA,28.5
1256,Mary Cowell,PA,2688.8
1257,Mary Croker,VA,117.61
1258,Mary Elliot,MD,546.23
1259,Mary Flood,NH,128.03
1260,Mary Greenwood,NH,330.29
1261,Mary Heyl,PA,98.92
1262,Mary Inskeep,VA,45.71
1263,Mary Jennings,PA,138.06
1264,Mary Johnson transfer from Register,RI,57.61
1265,Mary Jones,VA,957.83
1266,Mary Knight,PA,162.09
1267,Mary Low,RI,700.0
1268,Mary McCaraher,PA,1199.27
1269,Mary Muncreef,GA,1280.5276
1270,Mary Muncrief,SC,4246.38
1271,Mary Rivers,SC,147.88
1272,Mary Robeson,PA,639.66
1273,Mary Rogers,PA,266.67
1274,Mary Rush,PA,220.31
1275,Mary Selden,VA,46.0
1276,Mary Simpson,PA,887.72
1277,Mary Torrey,CT,52.89
1278,Mary Travers,RI,75.7
1279,Mary Tucker,SC,608.38
1280,Mary Weltner,MD,4720.5
1281,Mary Whitney,RI,245.67
1282,Mathew Lock,NC,79.55
1283,Mathew Martin,VA,40.69
1284,Mathew McConnell,SC,1915.75
1285,Mathew Watson,RI,1286.03
1286,Mathew Woodruff,CT,52.96
1287,Mathias Hutchinson,SC,157.17
1288,Mathias Keeley,PA,30.97
1289,Matinus H  Meschert,VA,100.0
1290,Matthew Griswold,CT,34.08
1291,Matthew Hanly transfer from register,RI,53.73
1292,Matthew L,PA,268.44
1293,Matthew Manchester,RI,26.6
1294,Matthew Talcott,CT,1647.56
1295,Matthew Watson,CT,168.2
1296,Matthias Ludwick,PA,25.88
1297,Matthias Shafer,PA,96.55
1298,Matthias Shrub,MD,33.96
1299,Maurice Davis,PA,50.36
1300,McCrea',PA,700.77
1301,Mehetable Davis Administrator No 11741,RI,18.78
1302,Mehitabel Gillet,CT,47.31
1303,Mess Brown',RI,27100.84
1304,Micajah Chiles,VA,177.5
1305,Michael Baltzel,MD,69.3
1306,Michael Bull',CT,112.87
1307,Michael Crowly,SC,1791.35
1308,Michael Doudel,PA,21.0
1309,Michael Gundaker,PA,2267.9
1310,Michael Joy,CT,10880.42
1311,Michael Melally,CT,2979.72
1312,Michael Morgan,PA,799.27
1313,Michael Newman,PA,75.72
1314,Michael Schmyser,PA,30.38
1315,Michael Shanahan,PA,112.47
1316,Michael Teice,PA,1741.04
1317,Miller Hart,VA,959.49
1318,Milner Haynes,NC,135.0
1319,Mitchel J Stone,MD,2409.8
1320,Mordecai Gist,SC,159.33
1321,Mordecai Lewis,PA,132235.37
1322,Mordecai Sheftall,GA,3.4267
1323,Morton Williams,GA,32.9253
1324,Moses Cleveland,CT,24.63
1325,Moses Eddy,RI,19.15
1326,Moses Hobsin,PA,2154.75
1327,Moses Hunter,VA,33259.99
1328,Moses Levy,PA,5913.17
1329,Moses Rawlings,MD,2064.17
1330,Moses transferred',RI,6480.58
1331,Myer M Cohen,VA,41.62
1332,N Waterman',RI,66.54
1333,Nancy Clann,RI,160.0
1334,Nancy Ensworth,RI,2205.68
1335,Nancy Russell,RI,19.03
1336,Nancy Smith,CT,527.2
1337,Naphtali Phillips,PA,713.49
1338,Nath Sherman,CT,804.93
1339,Nathan Bolles,CT,42.37
1340,Nathan Chittenden,CT,35.42
1341,Nathan Cogswell,CT,462.54
1342,Nathan Fisk,RI,11.55
1343,Nathan G Ingraham,CT,40.7
1344,Nathan Glen,SC,46.89
1345,Nathan Grosvenor,CT,421.92
1346,Nathan Ker,NY,539.65
1347,Nathan Munroe,RI,61.54
1348,Nathan Relph,RI,57.28
1349,Nathan Waterman,RI,1611.18
1350,Nathan Waterman',RI,608.93
1351,Nathan Weed,CT,841.53
1352,Nathan Williams,RI,58.0
1353,Nathan Williams',RI,158.12
1354,Nathaniel A Haven,NH,5916.51
1355,Nathaniel Allen,NC,4123.16
1356,Nathaniel Bird,RI,4932.53
1357,Nathaniel Briggs,RI,74.09
1358,Nathaniel Carrington,VA,254.87
1359,Nathaniel G,PA,6500.0
1360,Nathaniel Gilman,NH,1545.48
1361,Nathaniel Irwin,PA,1341.08
1362,Nathaniel Jacobs,RI,828.05
1363,Nathaniel Lucas,VA,96.0
1364,Nathaniel Marston,SC,117.6
1365,Nathaniel Martin,RI,79.95
1366,Nathaniel Mather,CT,47.57
1367,Nathaniel Medbury,RI,13.38
1368,Nathaniel Paul,PA,439.12
1369,Nathaniel Prime,NY,14886.1
1370,Nathaniel Russell,RI,41414.815698000006
1371,Nathaniel Saltonstall,NH,368.52
1372,Nathaniel Smith,RI,1129.7
1373,Nathaniel Townsend,CT,48.5
1374,Nathaniel Wheaton,RI,3271.62
1375,Nathaniel Wylly,CT,25.26
1376,Nehemiah Child,CT,552.28
1377,Nehemiah Rhodes,RI,268.82
1378,Nehemiah Waterman,CT,327.71
1379,Nesmoz',PA,2077.3
1380,Newton',VA,84.37
1381,Nicholas Brown,RI,101683.26
1382,Nicholas Brown transfer from register,RI,275.0
1383,Nicholas Campbell,RI,400.0
1384,Nicholas E Gardner,RI,482.23
1385,Nicholas Fitzsimons,SC,92.25
1386,Nicholas Gardner,RI,74.16
1387,Nicholas Huffman,NY,7242.07
1388,Nicholas Long,VA,1083.0
1389,Nicholas Low,MD,229467.28
1390,Nicholas Low',SC,872.22
1391,Nicholas P Tillinghast,RI,2575.66
1392,Nicholas Power,RI,211.26
1393,Nicholas Sluby,MD,11475.82
1394,Night Dexter,RI,619.97
1395,Noah Lane,CT,400.0
1396,Noah Porter,CT,128.94
1397,Noah Whitman,RI,289.06
1398,Noble Wimberly Jones,GA,3.719
1399,Obadiah Sprague,RI,2.8200000000000003
1400,Obed Pain,RI,142.42
1401,Oliver Bowen,RI,32.81
1402,Oliver Burr,CT,25.9
1403,Oliver Peabody,NH,307.79
1404,Oliver Phelps,CT,953.33
1405,Oliver R Warner,RI,7.5
1406,Oliver Starkweather,RI,474.37
1407,Osborn Jeffreys,NC,284.24
1408,Othniel Tripp,RI,142.73
1409,P Dennis,NY,1744.04
1410,Parcow Herbert,VA,1489.05
1411,Pardon Bowen,RI,84.2
1412,Pardon Gray,RI,411.11
1413,Pardon Tillinghast,RI,1902.98
1414,Parke Goodall,VA,186.36
1415,Pat  Allison,MD,2115.47
1416,Patrick Duncan,SC,91.63
1417,Patrick Simpson,SC,74.78
1418,Paul Allen,RI,6015.33
1419,Paul Carrington adm M Simms,VA,6.22
1420,Paul Mumford,RI,301.43
1421,Paul Parke,CT,131.5
1422,Paul Pritchard,SC,230.31
1423,Paul Sanford,RI,41.71
1424,Peasson Hant,VA,192.66
1425,Peggy Keyes,CT,497.92
1426,Pelatiah Daniels,NH,175.98
1427,Peleg Arnold,RI,89.5
1428,Peleg Brown,RI,19.82
1429,Peleg Clarke,RI,950.0
1430,Peleg Hull,RI,68.66
1431,Peleg Sanford,CT,4104.61
1432,Peleg Shearman transfer the register,RI,185.64
1433,Perez Morton,NH,541.86
1434,Perry Benson,MD,2674.77
1435,Peter B,PA,1759.63
1436,Peter Baalde,MD,659.69
1437,Peter Baelde,NY,2000.0
1438,Peter D,PA,56.63
1439,Peter Dubosq,RI,9.85
1440,Peter Gansevert,NY,4719.13
1441,Peter Gilman,NH,346.24
1442,Peter Giphard,MD,66.66
1443,Peter Hansborough,VA,78.69
1444,Peter Heisler,SC,150.0
1445,Peter Horry,SC,100.0
1446,Peter Houck,MD,23.43
1447,Peter Kemble,NY,10160.44
1448,Peter Loyns,VA,6054.06
1449,Peter Lyons,VA,107.21
1450,Peter Marks,VA,94.5
1451,Peter Phillips,RI,1513.71
1452,Peter Pike,RI,19.44
1453,Peter S  Ryan,SC,45.12
1454,Peter Schermerhorn,GA,2.701466
1455,Peter Smith,SC,399.98
1456,Peter Vanderveer,PA,25.0
1457,Phebe Mason,RI,680.0
1458,Phileman Dickinson,PA,462.82
1459,Philemon Hawkins ( Son of John Jun),NC,15.78
1460,Philemon Hawkins (son of Philemon),NC,175.14
1461,Philip Allen,RI,19404.3
1462,Philip B Key,MD,3192.66
1463,Philip Barton Key,MD,57.18
1464,Philip Feddman,MD,930.71
1465,Philip Gisinger,PA,47.46
1466,Philip Gray,RI,21.32
1467,Philip Hart,SC,1477.37
1468,Philip Klies,PA,4171.36
1469,Philip Moses,SC,265.54
1470,Philip N Brown Transferred from the Office in Providence,RI,1948.72
1471,Philip North,VA,106.97
1472,Philip Peckham,RI,16.77
1473,Philip Read,MD,107.07
1474,Philip Rodenpillar,MD,46.65
1475,Philip Rogers,MD,277.98
1476,Philip Sellew,CT,519.86
1477,Philip Tabb,VA,2498.02
1478,Philip Vance,PA,82.24
1479,Philip Walker,MD,430.0
1480,Phineas Baldwin,CT,23.68
1481,Phineas Miller,CT,6879.99
1482,Pierpont Bacon,CT,2295.45
1483,Pledge Palmer,VA,20.0
1484,Pontius D,PA,1673.94
1485,Portia Burden,SC,43.45
1486,Preeson Bawdoin,VA,1756.74
1487,President Directors of the Bank of Providence,RI,360.0
1488,Presstman',SC,212.82
1489,Pryce Davis,VA,202.09
1490,Pudence Thelabell,VA,124.57
1491,Ralph Crabb,MD,451.0
1492,Ralph Izard,SC,1319.94
1493,Randall Son',NY,27397.18
1494,Randolph B Latimer,MD,17219.08
1495,Raper Hoskins,PA,4861.47
1496,Rawlugh Colston,VA,521.66
1497,Rebecca Doz,PA,918.04
1498,Rebecca Weiss,PA,2497.82
1499,Rebecca Wharton',PA,1000.0
1500,Rebecca Woolsey,CT,2400.0
1501,Rebekah Miller,RI,412.92
1502,Redman Crews,VA,187.5
1503,Redmond Byrne,PA,2525.52
1504,Reed',PA,3441.43
1505,Reuben Lindlay,VA,2096.04
1506,Rev Frederick,PA,336.18
1507,Rev Henry,PA,951.04
1508,Rev Ja Manning No 10315,RI,5.0
1509,Rev James,PA,2202.47
1510,Rev John,PA,1433.71
1511,Rev Samuel,PA,2981.93
1512,Rev Thomas,PA,750.34
1513,Rev William,PA,478.76
1514,Reynold Keen,PA,160.57
1515,Richard A Contee,MD,916.45
1516,Richard A Rapley,SC,64.25
1517,Richard Bohun Baker,SC,2252.4
1518,Richard Borden,RI,200.0
1519,Richard Bush,RI,353.54
1520,Richard Caton,MD,346.22
1521,Richard Dowler,PA,2333.88
1522,Richard Downing  Jennings,NC,28.04
1523,Richard Edelen,MD,773.32
1524,Richard Frazier,MD,2103.6
1525,Richard Gernon,VA,25428.35
1526,Richard Graham,NC,46.21
1527,Richard Hart,NH,264.14
1528,Richard Hutson,SC,115.37
1529,Richard Joy,VA,119.87
1530,Richard McCurdy,CT,3785.85
1531,Richard Owen,MD,283.33
1532,Richard Pindell,MD,3576.96
1533,Richard Proctor,SC,91.11
1534,Richard R Eliot,CT,800.0
1535,Richard Simpson,RI,59.93
1536,Richard Sisson,RI,422.93
1537,Richard Smith,RI,65.17
1538,Richard Smyth,VA,5907.7
1539,Richard Swan,RI,23.13
1540,Richard Thornton,RI,25.81
