,Full Name,state,Total
789,Lucy Orne,MD,1354.11
790,Luke Morris 7,PA,3015.15
791,Lydia Watson,CT,1415.8
792,Mabel Willcox,CT,80.0
793,Makeus Bement,CT,5287.11
794,Mara Fara,MD,399.64
795,Margaret Carroll,MD,866.01
796,Margaret Fisher,MD,1436.31
797,Margaret Gaston,NC,2365.8
798,Margaret Robinson,PA,266.66
799,Margaret Stocker,PA,400.0
800,Margery Whitaker,MD,112.5
801,Mark Wilcocks,PA,5.41
802,Marmaduke Mason,RI,6.41
803,Marshfield Parsons,CT,818.83
804,Martha Buckmaster,RI,600.0
805,Martha Flower,PA,918.04
806,Martha Holt,CT,175.9
807,Martha Jones,PA,447.74
808,Martha Robinson,MA,17.11
809,Martha Savage,SC,115.05
810,Martha Williams,CT,600.0
811,Martin Huizinga,VA,105.73
812,Mary Allen,RI,58.64
813,Mary Ann Chandler,CT,459.75
814,Mary Beere,PA,1645.83
815,Mary Blany,MD,283.33
816,Mary Borden,RI,23.27
817,Mary Chancellor,PA,1049.55
818,Mary Chevalier,PA,2547.74
819,Mary Elliot,MD,546.23
820,Mary Flood,NH,128.03
821,Mary Greenwood,NH,330.29
822,Mary Heyl,PA,98.92
823,Mary Jennings,PA,138.06
824,Mary McCaraher,PA,1199.27
825,Mary Muncreef,SC,640.2638
826,Mary Muncrief,SC,4246.38
827,Mary Rivers,SC,147.88
828,Mary Robeson,PA,639.66
829,Mary Rush,PA,220.31
830,Mary Simpson,PA,887.72
831,Mary Torrey,CT,52.89
832,Mary Travers,RI,75.7
833,Mary Tucker,SC,608.38
834,Mary Weltner,MD,4720.5
835,Mary Whitsey,RI,245.67
836,Mathew Watson,RI,1286.03
837,Mathew Woodruff,CT,52.96
838,Mathias Hutchinson,SC,157.17
839,Mathias Keeley,PA,30.97
840,Matthew Griswold,CT,34.08
841,Matthew L,PA,268.44
842,Matthew Talcott,CT,823.78
843,Matthew Watson,RI,168.2
844,Matthias Ludwick,PA,25.88
845,Matthias Shafer,PA,96.55
846,Mehitabel Gillet,CT,47.31
847,Michael Baltzel,MD,69.3
848,Michael Bull,CT,112.87
849,Michael Crowly,SC,1791.35
850,Michael Doudel,PA,21.0
851,Michael Gundaker,PA,2267.9
852,Michael Joy,CT,191.0
853,Michael Melally,CT,2979.72
854,Michael Morgan,PA,799.27
855,Michael Newman,PA,75.72
856,Michael Schmyser,PA,30.38
857,Michael Shanahan,PA,112.47
858,Michael Teice,PA,1741.04
859,Milner Haynes,BVI,135.0
860,Mitchel J Stone,MD,2409.8
861,Mordecai Gist,SC,159.33
862,Mordecai Lewis,PA,132235.37
863,Mordecai Sheftall,GA,3.4267
864,Morris Willing,PA,33524.81
865,Morton Williams,SC,32.9253
866,Moses Cleveland,CT,24.63
867,Moses Eddy,RI,19.15
868,Moses Hobsin,PA,2154.75
869,Moses Levy,PA,5913.17
870,Moses Rawlings,MD,2064.17
871,Nancy Clann,RI,160.0
872,Nancy Ensworth,RI,2205.68
873,Nancy Russell,RI,19.03
874,Nancy Smith,CT,527.2
875,Naphtali Phillips,PA,254.68
876,Napthali Phillips,PA,458.81
877,Nath Sherman,CT,804.93
878,Nathan Belles,CT,42.37
879,Nathan Chittenden,CT,35.42
880,Nathan Cogswell,CT,462.54
881,Nathan Fisk,RI,11.55
882,Nathan G Ingraham,CT,40.7
883,Nathan Glen,SC,46.89
884,Nathan Grosvenor,CT,421.92
885,Nathan Munroe,MA,61.54
886,Nathan Relph,RI,57.28
887,Nathan Waterman,RI,1611.18
888,Nathan Weed,CT,841.53
889,Nathaniel A Haven,NH,5916.51
890,Nathaniel Allen,NC,4123.16
891,Nathaniel Bird,RI,4932.53
892,Nathaniel Briggs,RI,74.09
893,Nathaniel Gilman,NH,1545.48
894,Nathaniel Irwin,PA,1341.08
895,Nathaniel Jacobs,RI,828.05
896,Nathaniel Marston,SC,117.6
897,Nathaniel Martin,RI,79.95
898,Nathaniel Mather,CT,47.57
899,Nathaniel Medbury,RI,13.38
900,Nathaniel Niles,VT,213.5
901,Nathaniel Russell,SC,13804.938565999999
902,Nathaniel Saltonstall,MA,368.52
903,Nathaniel Smith,RI,1129.7
904,Nathaniel Townsend,CT,48.5
905,Nathaniel Wheater,RI,3271.62
906,Nathaniel Wylly,CT,25.26
907,Nehemiah Child,CT,552.28
908,Nehemiah Rhodes,RI,268.82
909,Nehemiah Waterman,CT,327.71
910,Nicholas Brown,RI,50841.63
911,Nicholas Campbell,RI,400.0
912,Nicholas E Gardner,RI,482.23
913,Nicholas Gardner,RI,74.16
914,Nicholas Low,NY,872.22
915,Nicholas P Tillinghast,RI,2575.66
916,Nicholas Power,RI,211.26
917,Nicholas Sluby,MD,11475.82
918,Night Dexter,RI,619.97
919,Nightingale transfer from Register,RI,213.66
920,Nightingale transfer from register,RI,213.66
921,Nightingale transferred,RI,495.83
922,Noah Lane,CT,400.0
923,Noah Porter,CT,128.94
924,Noble Wimberly Jones,GA,3.719
925,Oliver Bowen,RI,32.81
926,Oliver Burr,CT,25.9
927,Oliver Peabody,NH,307.79
928,Oliver Phelps,CT,953.33
929,Oliver R Warner,RI,7.5
930,Oliver Starkweather,MA,474.37
931,Othniel Tripp,RI,142.73
932,Pardon Bowen,RI,84.2
933,Pardon Gray,RI,411.11
934,Pardon Tillinghast,RI,1902.98
935,Pat  Allison,MD,259.75
936,Patrick Duncan,SC,91.63
937,Paul Allen,RI,6015.33
938,Paul Mumford,RI,301.43
939,Paul Parke,CT,131.5
940,Paul Pritchard,SC,230.31
941,Paul Sanford,MA,41.71
942,Peggy Keyes,CT,497.92
943,Pelatiah Daniels,NH,175.98
944,Peleg Brown,CT,19.82
945,Peleg Clarke,RI,950.0
946,Peleg Hull,RI,68.66
947,Peleg Sanford,CT,4104.61
948,Perez Morton,MA,541.86
949,Peter Dubosq,RI,9.85
950,Peter Gilman,MA,346.24
951,Peter Giphard,MD,66.66
952,Peter Heisler,PA,150.0
953,Peter Horry,SC,100.0
954,Peter Houck,MD,23.43
955,Peter Phillips,RI,1513.71
956,Peter Pike,RI,19.44
957,Peter S  Ryan,SC,45.12
958,Peter Schermerhorn,NY,2.701466
959,Peter Smith,SC,399.98
960,Peter Vanderveer,NJ,25.0
961,Phebe Mason,MA,680.0
962,Phileman Dickinson,PA,462.82
963,Philemon Hawkins ( Son of John Jun),NC,15.78
964,Philemon Hawkins (son of Philemon),NC,175.14
965,Philip Allen,RI,19404.3
966,Philip Feddman,MD,930.71
967,Philip Gray,RI,21.32
968,Philip Hart,SC,1477.37
969,Philip Klies,PA,4171.36
970,Philip Moses,SC,265.54
971,Philip Read,MD,107.07
972,Philip Rodenpillar,MD,46.65
973,Philip Rogers,MD,277.98
974,Philip Sellew,CT,519.86
975,Philip Walker,MD,430.0
976,Phineas Baldwin,CT,23.68
977,Phineas Miller,GA,6879.99
978,Pierpont Bacon,CT,2295.45
979,Pontius D,NJ,1673.94
980,Portia Burden,SC,43.45
981,President Directors of the Bank of Providence,RI,360.0
982,Ralph Izard,SC,1319.94
983,Randolph B Latimer,MD,17219.08
984,Raper Hoskins,PA,4861.47
985,Rebecca Doz,PA,918.04
986,Rebecca Wharton,PA,1000.0
987,Rebecca Woolsey,CT,2400.0
988,Rebekah Miller,RI,412.92
989,Redmond Byrne,PA,2525.52
990,Rev Frederick,PA,336.18
991,Rev John,PA,927.21
992,Rev Samuel,PA,2981.93
993,Rev Thomas,PA,380.23
994,Rev William,VA,478.76
995,Reynold Keen,PA,160.57
996,Richard Bohun Baker,SC,2252.4
997,Richard Borden,MA,200.0
998,Richard Burh,RI,353.54
999,Richard Dowler,MD,2333.88
1000,Richard Downing  Jennings,BVI,28.04
1001,Richard Edelen,MD,773.32
1002,Richard Frazier,MD,2103.6
1003,Richard Graham,NC,46.21
1004,Richard Green,RI,231.3
1005,Richard Hart,CT,890.42
1006,Richard Hutson,SC,115.37
1007,Richard McCurdy,CT,3785.85
1008,Richard Owen,MD,283.33
1009,Richard Proctor,VI,91.11
1010,Richard R Eliot,CT,800.0
1011,Richard Simpson,RI,59.93
1012,Richard Sisson,MA,422.93
1013,Richard Swan,RI,23.13
1014,Richard Tindall,MD,3576.96
1015,Richard Wainwright,SC,12.106166
1016,Richard Waterman,RI,394.54
1017,Richard Whitehead,PA,162.6
1018,Richard Woottan,MD,185.33
1019,Rinaldo Johnson,MD,11142.68
1020,Robert Bowie,MD,392.22
1021,Robert Cottman,PA,3575.31
1022,Robert Ely,CT,120.83
1023,Robert Gilchrist,NY,882.43
1024,Robert Ham,NH,1302.23
1025,Robert Henderson,PA,307.47
1026,Robert Lithgow,SC,208.97
1027,Robert Peter,MD,4621.92
1028,Robert Pillans,GB,74.38
1029,Robert Reddick,NC,22.95
1030,Robert S,PA,1160.83
1031,Robert Stanton,RI,12.83
1032,Robert Stevens,RI,924.18
1033,Robert Waln,PA,1908.75
1034,Robert Wasson,CT,632.8
1035,Roger Gibson,CT,31.23
1036,Roger Newberry,CT,106.85
1037,Roger Smith,SC,196.49
1038,Roswell Hull,CT,26.57
1039,Roswell Stearns,CT,4.62
1040,Rowland Robinson,RI,28.0
1041,Rufus Hopkins,RI,3461.5
1042,Rufus Lathrop,CT,17.26
1043,Rufus Smith,RI,30.92
1044,Rufus Spencer,RI,232.91
1045,Rufus Waterman,RI,333.79
1046,Ruth Hopkins,RI,1031.26
1047,S Johnson,NY,872.22
1048,Sabina Elliott,SC,268.74
1049,Samuel Abby,CT,75.44
1050,Samuel Athenton,MA,620.87
1051,Samuel Beekman,SC,7896.34
1052,Samuel Blodgett,MA,4880.32
1053,Samuel Bowerman,CT,81.07
1054,Samuel Butler,CT,11591.28
1055,Samuel Clarke,RI,12.83
1056,Samuel Dana,NH,101.49
1057,Samuel Dickenson,NC,26.4
1058,Samuel Dorrance,RI,553.71
1059,Samuel Downey,PA,321.55
1060,Samuel Fitch,CT,30.42
1061,Samuel Fowler,RI,86.74
1062,Samuel Frary,CT,400.0
1063,Samuel Freebody,RI,108.0
1064,Samuel Godfrey,RI,144.68
1065,Samuel Hutton,CT,159.92
1066,Samuel Jones,SC,221.86
1067,Samuel Lawrence,GA,50.236065999999994
1068,Samuel Legare,SC,1185.33
1069,Samuel Maverick,SC,20.0
1070,Samuel Miles,PA,4715.71
1071,Samuel Miller,SC,200.21
1072,Samuel Nightingale,RI,1049.62
1073,Samuel Nott,CT,76.2
1074,Samuel Olcott,CT,773.09
1075,Samuel Paxton,VA,69.03
1076,Samuel Penfield,CT,133.05
1077,Samuel Potter,RI,30.89
1078,Samuel Prioleau,SC,6122.44
1079,Samuel S,NJ,467.98
1080,Samuel Sampson,RI,84.43
1081,Samuel Sandford,RI,1802.69
1082,Samuel Slack,MA,140.71
1083,Samuel Sterrett,MD,30.998565999999997
1084,Samuel Stirrett,MD,424.99
1085,Samuel Tanner,RI,116.4
1086,Samuel Vernon,RI,2968.82
1087,Samuel Vernon II,RI,3275.44
1088,Samuel W Allyn,CT,208.23
1089,Samuel Wheat,CT,39.4
1090,Samuel Wilcox,NY,333.08
1091,Samuel Winsor,RI,80.0
1092,Samuel Wyatt,MA,7849.71
1093,Sanders Pitman,RI,300.0
1094,Sarah Almy,RI,64.05
1095,Sarah Blewer,PA,3656.58
1096,Sarah Bostle,PA,313.03
1097,Sarah Bradfeid,MA,266.77
1098,Sarah Clark,NH,646.82
1099,Sarah Hall,RI,37.9
1100,Sarah Raymond,CT,163.18
1101,Sarah Rogett,CT,23.16
1102,Saybrook 1st Society,CT,289.26
1103,Seth Dunham,CT,300.0
1104,Seth Grosvenor,CT,134.64
1105,Seth Pierce,CT,13.72
1106,Seth Wetmore,CT,157.02
1107,Silas Chapman,CT,1508.58
1108,Silas Engles,PA,5.0
1109,Silas Williams,RI,237.17
1110,Simeon Baldwin,CT,674.89
1111,Simeon Jocelin,CT,30.5
1112,Simeon Martin,RI,961.24
1113,Simeon Perry,RI,77.65
1114,Simeon Smith,VT,2842.47
1115,Simeon Theus,SC,364.0
1116,Simon Newton,RI,122.4
1117,Simon Ward,NH,85.86
1118,Simon Wiggin,NH,596.19
1119,Simon Willard,CT,248.49
1120,Solomon Lyons,PA,17814.43
1121,Solomon Peck,RI,12.49
1122,Solomon Simson,NY,429.65
1123,Sophia Bender,PA,151.51
1124,Squier Cady,CT,785.7
1125,Standish Forde,PA,1664.87
1126,State of Connecticut,CT,619121.0
1127,Stephen Ayrault,RI,50.8
1128,Stephen Chase,NH,850.64
1129,Stephen Dexter,RI,198.01
1130,Stephen Foot,CT,75.65
1131,Stephen Girard,PA,40.77
1132,Stephen Holt,CT,18.64
1133,Stephen Jenckes,RI,38.49
1134,Stephen Lawrence,SC,44.236965999999995
1135,Stephen Lee,SC,103.53
1136,Stephen Lockwood,CT,364.49
1137,Stephen Martin,PA,1548.94
1138,Stephen R Bradley,VT,2714.74
1139,Stephen Smith,RI,707.31
1140,Stephen Tallmadge,CT,37.77
1141,Stephen Waters,MA,417.13
1142,Susan Livingston,NY,764.95
1143,Susanah Hamlin,CT,194.59
1144,Susanna Atkinson,NH,7686.88
1145,Susanna Butler,PA,331.26
1146,Susanna Evans,PA,393.39
1147,Susannah Cox,SC,100.0
1148,Susannah Shepard,PA,319.1
1149,Sutton Gudgeon,MD,215.66
1150,Swanwick Willing,PA,33524.81
1151,Sylvester Gilbert,CT,821.16
1152,Temperance Manley,RI,886.29
1153,Thaddeus Hoyt,CT,140.64
1154,Thankful Winchell,CT,225.72
1155,The Heirs of George Guerin,BVI,1517.08
1156,The State of Georgia,GA,254.88
1157,The State of South Carolina,SC,1205978.0
1158,The Trustees of Frederick County,MD,1182.91
1159,Theodore Gaillard,SC,77.54
1160,Theodosia Woolsey,CT,1000.0
1161,Thomas A Reider,MD,409.83
1162,Thomas Aldrich,RI,30.1
1163,Thomas Amory,MA,143.89
1164,Thomas Arnold,RI,51.55
1165,Thomas Bennet,SC,59.85
1166,Thomas Biddle,PA,454.06
1167,Thomas Blount,NC,382.09
1168,Thomas Brattle,MA,31.46
1169,Thomas Buckle,SC,287.62
1170,Thomas Bull,CT,757.41
1171,Thomas C Deye,MD,346.67
1172,Thomas Casey,RI,616.41
1173,Thomas Chester,CT,187.29
1174,Thomas Cloyd Halsey,RI,54.98
1175,Thomas Coggeshall,CT,58.66
1176,Thomas Cogswell,NH,2950.0
1177,Thomas Corbett,SC,916.47
1178,Thomas Daughty,SC,75.77
1179,Thomas Denton,PA,219.04
1180,Thomas Edward Sumner,NC,892.66
1181,Thomas Freebody,RI,239.81
1182,Thomas Gorton,RI,11.51
1183,Thomas Greene,RI,310.47
1184,Thomas Greene s,RI,6.43
1185,Thomas H  McCalla,SC,176.68
1186,Thomas Keltand,PA,464.02
1187,Thomas L,PA,32170.31
1188,Thomas Lehre,SC,37.44
1189,Thomas Lloyd Halsey,RI,476.97
1190,Thomas M,PA,7944.98
1191,Thomas Marriott,MD,729.51
1192,Thomas McWilling,PA,14781.92
1193,Thomas Mitchell,SC,501.28
1194,Thomas Newson,CT,213.45
1195,Thomas Ogier,SC,153.89
1196,Thomas Paul,PA,150.45
1197,Thomas Pinckney,SC,578.07
1198,Thomas Potter,RI,26.77
1199,Thomas Rodeliffe,SC,272.15
1200,Thomas Rumreil,RI,272.6
1201,Thomas Sabin,RI,328.67
1202,Thomas Shubrick,SC,2954.58
1203,Thomas Smart,RI,21.42
1204,Thomas Smith,SC,10508.9
1205,Thomas Stephens,MA,300.0
1206,Thomas Taylor,SC,658.05
1207,Thomas Tillinghast,RI,83.0
1208,Thomas Turner,SC,2744.52
1209,Thomas Vailes,NY,22.42
1210,Thriphma Steer,RI,26.82
1211,Timothy Burr,CT,79.87
1212,Timothy Mix,CT,365.0
1213,Timothy Peckham,RI,90.55
1214,Timothy Porter,CT,63.54
1215,Timothy Starkey,CT,1069.6
1216,Timothy Wathers,NH,203.84
1217,Titus Salter,NH,282.82
1218,Titus Street,CT,275.96
1219,Tobias Saunders,RI,17.18
1220,Tristram Bowdle,MD,101.41
1221,Trustees of 2nd R Church,PA,3372.76
1222,Trustees of Prebn Church Abarwick Bucks County,PA,510.96
1223,Trustees of the Presbyterian Church,PA,3077.26
1224,Trustees of the Second Presbyterian,PA,3372.76
1225,Tucker Harris,SC,484.06
1226,Turpin Smith,RI,44.56
1227,Upton Scott,MD,1789.03
1228,Uriah Horrest,MD,758.4
1229,Valentine Marter,MD,49.99
1230,Valentine Swartz,MD,4177.34
1231,Viard Granie,FR,41.16
1232,Wallace Muir,MD,10876.39
1233,Walter Channing,RI,2711.7
1234,Walter Cornell,RI,35.67
1235,Walter Easton,RI,116.24
1236,Walter Hellen,MD,110.04
1237,Walter S Chandler,MD,8466.63
1238,Ward Clark Dean,NH,269.99
1239,Welcome Allen,RI,107.31
1240,Welcome Arnold,RI,9832.6
1241,William Allen,RI,12269.740000000002
1242,William Arnold,RI,1450.49
1243,William Axson,SC,65.89
1244,William Barnard,CT,23.72
1245,William Barton,RI,4016.16
1246,William Battey,RI,3048.52
1247,William Beaven,PA,297.07
1248,William Billings,RI,200.87
1249,William Bliss,RI,900.0
1250,William Brandon,NC,6.0
1251,William Cleland,MA,24498.78
1252,William Coit,CT,1530.67
1253,William Cole,SC,4195.26
1254,William Cooke,MD,2540.0
1255,William Cramond,PA,4382.25
1256,William Crapon,RI,51.26
1257,William Cuttino,SC,24.55
1258,William Drinker,PA,1970.76
1259,William Duncan,NH,190.61
1260,William Earle,RI,1449.93
1261,William Ewing,GA,36.3918
1262,William Fripp,SC,376.34
1263,William Gowdey,SC,25.73
1264,William Greene,RI,23.27
1265,William Greenwood,SC,2752.08
1266,William Ham,NH,84.58
1267,William Hasell Gibbes,SC,99.99
1268,William Hendle,PA,120.77
1269,William Heriot,SC,300.0
1270,William Hindman,MD,700.0
1271,William Hodgson,VA,365.9
1272,William Holroyd,RI,493.73
1273,William Hort,SC,476.09
1274,William Hunter,GA,9.46726
1275,William Ives,GA,31.602365999999996
1276,William Johnson,SC,2135.22
1277,William Joseph,CT,181.07
1278,William Kidd,PA,3202.65
1279,William Langley,RI,798.32
1280,William Larned,RI,213.66
1281,William Leffingwell,CT,1229.7
1282,William Littlejohn,NC,264.0
1283,William Lodge,MD,121.88
1284,William Lynch,PA,1565.69
1285,William Marbury,MD,157084.66
1286,William Mason,SC,1537.37
1287,William McClelland,PA,56.18
1288,William McClure,NC,3012.55
1289,William McCurdy,PA,2040.33
1290,William N Rhodes,RI,38.35
1291,William Nevill Thomas,SC,427.41
1292,William Perry,RI,79.05
1293,William Potter,RI,491.55
1294,William Rannals,PA,652.56
1295,William Read,SC,4465.92
1296,William Rhodes,RI,452.26
1297,William Scott,SC,369.86
1298,William Shiphen,PA,2241.36
1299,William Somarsall,SC,6337.54
1300,William Soule,RI,88.67
1301,William Sprague,RI,392.49
1302,William Stein,PA,1035.25
1303,William Vernon,RI,1115.59
1304,William Wall,RI,197.65
1305,William Washington,SC,7767.81
1306,William Waterman,RI,404.3
1307,William Wheater,RI,7.5
1308,William Wilbur,RI,55.53
1309,William Wilkinson,RI,1073.33
1310,William Wilsm,VA,2203.2
1311,William Wister,PA,8441.31
1312,William Wyer,MA,771.63
1313,Williams Thayer,SC,1092.32
1314,Willing Morris,PA,50325.11
1315,Zachariah Allen,RI,18377.27
1316,Zachariah Duvall,MD,32.49
1317,Zachariah Huntington,CT,176.37
1318,Zealor E  Fisher,MD,237.57
1319,Zebulon Crocker,CT,40.44
1320,Zebulon Waterman,CT,306.61
1321,Zephaniah Andrews,RI,1728.74
1322,Zephaniah Brown,RI,2415.08
1323,Zephaniah Davis,CT,77.2
1324,Zuriel Waterman,RI,10.95
